a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2014;Kennedy;Negligencia ;Total general;1894;1054850;179.6
2014;Santa Fe;Negligencia ;Total general;256;109974;232.8
2014;Antonio Nariño;Negligencia ;Total general;158;108766;145.3
2014;Teusaquillo;Negligencia ;Total general;68;150236;45.3
2014;Suba;Negligencia ;Total general;1631;1146985;142.2
2014;Puente Aranda;Negligencia ;Total general;243;258154;94.1
2014;Chapinero;Negligencia ;Total general;158;137281;115.1
2014;Los Mártires;Negligencia ;Total general;139;98637;140.9
2014;Usme;Negligencia ;Total general;2042;427090;478.1
2014;Fontibón;Negligencia ;Total general;388;370976;104.6
2014;Bosa;Negligencia ;Total general;1540;629066;244.8
2014;Tunjuelito;Negligencia ;Total general;346;200725;172.4
2014;Rafael Uribe Uribe;Negligencia ;Total general;825;376060;219.4
2014;Distrito;Negligencia ;Total general;15329;7776845;197.1
2014;Usme;Sexual;Total general;372;427090;87.1
2014;Antonio Nariño;Sexual;Total general;56;108766;51.5
2014;Chapinero;Sexual;Total general;41;137281;29.9
2014;Usaquén;Sexual;Total general;197;489526;40.2
2014;Rafael Uribe Uribe;Sexual;Total general;315;376060;83.8
2014;Los Mártires;Sexual;Total general;74;98637;75
2014;Tunjuelito;Sexual;Total general;55;200725;27.4
2014;Suba;Sexual;Total general;446;1146985;38.9
2014;Bosa;Sexual;Total general;1042;629066;165.6
2014;Kennedy;Sexual;Total general;559;1054850;53
2014;San Cristóbal;Sexual;Total general;371;407416;91.1
2014;Barrios Unidos;Sexual;Total general;40;238380;16.8
2014;Sumapaz;Sexual;Total general;4;6393;62.6
2014;Santa Fe;Sexual;Total general;75;109974;68.2
2014;Distrito;Sexual;Total general;4932;7776845;63.4
2014;Fontibón;Sexual;Total general;173;370976;46.6
2014;Puente Aranda;Sexual;Total general;132;258154;51.1
2014;Teusaquillo;Sexual;Total general;26;150236;17.3
2014;La Candelaria;Sexual;Total general;13;24140;53.9
2014;Ciudad Bolívar;Sexual;Total general;563;675471;83.3
2014;Engativá;Sexual;Total general;378;866719;43.6
2014;Usaquén;Abandono;Mujer;60;262455;22.9
2014;Bosa;Abandono;Mujer;129;321466;40.1
2014;Suba;Abandono;Mujer;100;602531;16.6
2014;Puente Aranda;Abandono;Mujer;18;131737;13.7
2014;San Cristóbal;Abandono;Mujer;194;208492;93
2014;Santa Fe;Abandono;Mujer;20;54687;36.6
2014;Ciudad Bolívar;Abandono;Mujer;162;344806;47
2014;Tunjuelito;Abandono;Mujer;12;101314;11.8
2014;Rafael Uribe Uribe;Abandono;Mujer;77;191162;40.3
2014;Teusaquillo;Abandono;Mujer;6;80340;7.5
2014;Distrito;Abandono;Mujer;1150;4018621;28.6
2014;Chapinero;Abandono;Mujer;23;73117;31.5
2014;Barrios Unidos;Abandono;Mujer;37;123939;29.9
2014;La Candelaria;Abandono;Mujer;1;11356;8.8
2014;Usme;Abandono;Mujer;48;215866;22.2
2014;Los Mártires;Abandono;Mujer;9;48925;18.4
2014;Fontibón;Abandono;Mujer;36;195308;18.4
2014;Antonio Nariño;Abandono;Mujer;20;55855;35.8
2014;Kennedy;Abandono;Mujer;102;540134;18.9
2014;Sumapaz;Abandono;Mujer;10;3078;324.9
2014;Engativá;Abandono;Mujer;86;452053;19
2014;Suba;Económica;Mujer;61;602531;10.1
2014;Antonio Nariño;Económica;Mujer;24;55855;43
2014;Tunjuelito;Económica;Mujer;5;101314;4.9
2014;Chapinero;Económica;Mujer;40;73117;54.7
2014;Fontibón;Económica;Mujer;56;195308;28.7
2014;Engativá;Económica;Mujer;93;452053;20.6
2014;Usaquén;Económica;Mujer;348;262455;132.6
2014;Ciudad Bolívar;Económica;Mujer;127;344806;36.8
2014;Rafael Uribe Uribe;Económica;Mujer;107;191162;56
2014;Bosa;Económica;Mujer;104;321466;32.4
2014;Distrito;Económica;Mujer;1295;4018621;32.2
2014;Barrios Unidos;Económica;Mujer;91;123939;73.4
2014;Teusaquillo;Económica;Mujer;12;80340;14.9
2014;Los Mártires;Económica;Mujer;6;48925;12.3
2014;La Candelaria;Económica;Mujer;2;11356;17.6
2014;Santa Fe;Económica;Mujer;10;54687;18.3
2014;San Cristóbal;Económica;Mujer;103;208492;49.4
2014;Sumapaz;Económica;Mujer;6;3078;194.9
2014;Kennedy;Económica;Mujer;69;540134;12.8
2014;Puente Aranda;Económica;Mujer;9;131737;6.8
2014;Usme;Económica;Mujer;22;215866;10.2
2014;Distrito;Emocional;Mujer;23311;4018621;580.1
2014;Sumapaz;Emocional;Mujer;103;3078;3346.3
2014;Barrios Unidos;Emocional;Mujer;436;123939;351.8
2014;Suba;Emocional;Mujer;2210;602531;366.8
2014;La Candelaria;Emocional;Mujer;69;11356;607.6
2014;Teusaquillo;Emocional;Mujer;136;80340;169.3
2014;Santa Fe;Emocional;Mujer;413;54687;755.2
2014;Chapinero;Emocional;Mujer;244;73117;333.7
2014;Engativá;Emocional;Mujer;1693;452053;374.5
2014;Bosa;Emocional;Mujer;3561;321466;1107.7
2014;Antonio Nariño;Emocional;Mujer;278;55855;497.7
2014;Kennedy;Emocional;Mujer;2362;540134;437.3
2014;Ciudad Bolívar;Emocional;Mujer;2130;344806;617.7
2014;Puente Aranda;Emocional;Mujer;437;131737;331.7
2014;Fontibón;Emocional;Mujer;947;195308;484.9
2014;Usme;Emocional;Mujer;2215;215866;1026.1
2014;Los Mártires;Emocional;Mujer;315;48925;643.8
2014;Rafael Uribe Uribe;Emocional;Mujer;1250;191162;653.9
2014;Usaquén;Emocional;Mujer;1847;262455;703.7
2014;Tunjuelito;Emocional;Mujer;531;101314;524.1
2014;San Cristóbal;Emocional;Mujer;2134;208492;1023.5
2014;Antonio Nariño;Física;Mujer;104;55855;186.2
2014;Sumapaz;Física;Mujer;28;3078;909.7
2014;Chapinero;Física;Mujer;75;73117;102.6
2014;Bosa;Física;Mujer;932;321466;289.9
2014;Distrito;Física;Mujer;6623;4018621;164.8
2014;Rafael Uribe Uribe;Física;Mujer;561;191162;293.5
2014;Barrios Unidos;Física;Mujer;105;123939;84.7
2014;La Candelaria;Física;Mujer;25;11356;220.1
2014;Teusaquillo;Física;Mujer;58;80340;72.2
2014;Suba;Física;Mujer;635;602531;105.4
2014;Kennedy;Física;Mujer;632;540134;117
2014;Puente Aranda;Física;Mujer;135;131737;102.5
2014;Fontibón;Física;Mujer;305;195308;156.2
2014;Ciudad Bolívar;Física;Mujer;682;344806;197.8
2014;Los Mártires;Física;Mujer;97;48925;198.3
2014;Santa Fe;Física;Mujer;138;54687;252.3
2014;Usme;Física;Mujer;300;215866;139
2014;Usaquén;Física;Mujer;415;262455;158.1
2014;Tunjuelito;Física;Mujer;122;101314;120.4
2014;San Cristóbal;Física;Mujer;690;208492;330.9
2014;Engativá;Física;Mujer;584;452053;129.2
2014;Sumapaz;Intrafamiliar;Mujer;103;3078;3346.3
2014;Chapinero;Intrafamiliar;Mujer;244;73117;333.7
2014;Los Mártires;Intrafamiliar;Mujer;315;48925;643.8
2014;Usme;Intrafamiliar;Mujer;2215;215866;1026.1
2014;Engativá;Intrafamiliar;Mujer;1693;452053;374.5
2014;Distrito;Intrafamiliar;Mujer;23311;4018621;580.1
2014;Rafael Uribe Uribe;Intrafamiliar;Mujer;1250;191162;653.9
2014;Bosa;Intrafamiliar;Mujer;3561;321466;1107.7
2014;Antonio Nariño;Intrafamiliar;Mujer;278;55855;497.7
2014;Suba;Intrafamiliar;Mujer;2210;602531;366.8
2014;Santa Fe;Intrafamiliar;Mujer;413;54687;755.2
2014;La Candelaria;Intrafamiliar;Mujer;69;11356;607.6
2014;Usaquén;Intrafamiliar;Mujer;1847;262455;703.7
2014;San Cristóbal;Intrafamiliar;Mujer;2134;208492;1023.5
2014;Barrios Unidos;Intrafamiliar;Mujer;436;123939;351.8
2014;Teusaquillo;Intrafamiliar;Mujer;136;80340;169.3
2014;Puente Aranda;Intrafamiliar;Mujer;437;131737;331.7
2014;Tunjuelito;Intrafamiliar;Mujer;531;101314;524.1
2014;Kennedy;Intrafamiliar;Mujer;2362;540134;437.3
2014;Fontibón;Intrafamiliar;Mujer;947;195308;484.9
2014;Ciudad Bolívar;Intrafamiliar;Mujer;2130;344806;617.7
2014;Kennedy;Negligencia ;Mujer;1257;540134;232.7
2014;Ciudad Bolívar;Negligencia ;Mujer;965;344806;279.9
2014;Bosa;Negligencia ;Mujer;885;321466;275.3
2014;Usme;Negligencia ;Mujer;1385;215866;641.6
2014;Antonio Nariño;Negligencia ;Mujer;103;55855;184.4
2014;Fontibón;Negligencia ;Mujer;255;195308;130.6
2014;Tunjuelito;Negligencia ;Mujer;231;101314;228
2014;Rafael Uribe Uribe;Negligencia ;Mujer;476;191162;249
2014;Santa Fe;Negligencia ;Mujer;156;54687;285.3
2014;Chapinero;Negligencia ;Mujer;99;73117;135.4
2014;Barrios Unidos;Negligencia ;Mujer;203;123939;163.8
2014;Engativá;Negligencia ;Mujer;803;452053;177.6
2014;Distrito;Negligencia ;Mujer;9692;4018621;241.2
2014;Puente Aranda;Negligencia ;Mujer;154;131737;116.9
2014;San Cristóbal;Negligencia ;Mujer;1081;208492;518.5
2014;Sumapaz;Negligencia ;Mujer;33;3078;1072.1
2014;Los Mártires;Negligencia ;Mujer;93;48925;190.1
2014;Usaquén;Negligencia ;Mujer;413;262455;157.4
2014;La Candelaria;Negligencia ;Mujer;16;11356;140.9
2014;Suba;Negligencia ;Mujer;1044;602531;173.3
2014;Teusaquillo;Negligencia ;Mujer;40;80340;49.8
2014;Barrios Unidos;Sexual;Mujer;36;123939;29
2014;Distrito;Sexual;Mujer;4144;4018621;103.1
2014;San Cristóbal;Sexual;Mujer;315;208492;151.1
2014;Chapinero;Sexual;Mujer;35;73117;47.9
2014;Ciudad Bolívar;Sexual;Mujer;483;344806;140.1
2014;Usaquén;Sexual;Mujer;161;262455;61.3
2014;Tunjuelito;Sexual;Mujer;50;101314;49.4
2014;Suba;Sexual;Mujer;367;602531;60.9
2014;Rafael Uribe Uribe;Sexual;Mujer;261;191162;136.5
2014;La Candelaria;Sexual;Mujer;12;11356;105.7
2014;Antonio Nariño;Sexual;Mujer;45;55855;80.6
2014;Kennedy;Sexual;Mujer;487;540134;90.2
2014;Sumapaz;Sexual;Mujer;4;3078;130
2014;Bosa;Sexual;Mujer;878;321466;273.1
2014;Santa Fe;Sexual;Mujer;59;54687;107.9
2014;Los Mártires;Sexual;Mujer;66;48925;134.9
2014;Puente Aranda;Sexual;Mujer;110;131737;83.5
2014;Usme;Sexual;Mujer;309;215866;143.1
2014;Engativá;Sexual;Mujer;307;452053;67.9
2014;Fontibón;Sexual;Mujer;137;195308;70.1
2014;Teusaquillo;Sexual;Mujer;22;80340;27.4
2014;Usme;Abandono;Hombre ;34;211224;16.1
2014;Los Mártires;Abandono;Hombre ;7;49712;14.1
2014;Fontibón;Abandono;Hombre ;27;175668;15.4
2014;Bosa;Abandono;Hombre ;115;307600;37.4
2014;Puente Aranda;Abandono;Hombre ;17;126417;13.4
2014;Usaquén;Abandono;Hombre ;58;227071;25.5
2014;La Candelaria;Abandono;Hombre ;1;12784;7.8
2014;Chapinero;Abandono;Hombre ;28;64164;43.6
2014;Ciudad Bolívar;Abandono;Hombre ;112;330665;33.9
2014;San Cristóbal;Abandono;Hombre ;132;198924;66.4
2014;Teusaquillo;Abandono;Hombre ;11;69896;15.7
2014;Suba;Abandono;Hombre ;64;544454;11.8
2014;Rafael Uribe Uribe;Abandono;Hombre ;66;184898;35.7
2014;Antonio Nariño;Abandono;Hombre ;9;52911;17
2014;Tunjuelito;Abandono;Hombre ;9;99411;9.1
2014;Sumapaz;Abandono;Hombre ;8;3315;241.3
2014;Barrios Unidos;Abandono;Hombre ;28;114441;24.5
2014;Kennedy;Abandono;Hombre ;83;514716;16.1
2014;Engativá;Abandono;Hombre ;79;414666;19.1
2014;Distrito;Abandono;Hombre ;899;3758224;23.9
2014;Santa Fe;Abandono;Hombre ;11;55287;19.9
2014;Bosa;Económica;Hombre ;66;307600;21.5
2014;La Candelaria;Económica;Hombre ;0;12784;0
2014;Barrios Unidos;Económica;Hombre ;39;114441;34.1
2014;Chapinero;Económica;Hombre ;31;64164;48.3
2014;Usaquén;Económica;Hombre ;163;227071;71.8
2014;Rafael Uribe Uribe;Económica;Hombre ;24;184898;13
2014;Kennedy;Económica;Hombre ;25;514716;4.9
2014;Puente Aranda;Económica;Hombre ;5;126417;4
2014;Suba;Económica;Hombre ;32;544454;5.9
2014;San Cristóbal;Económica;Hombre ;33;198924;16.6
2014;Santa Fe;Económica;Hombre ;7;55287;12.7
2014;Teusaquillo;Económica;Hombre ;10;69896;14.3
2014;Antonio Nariño;Económica;Hombre ;3;52911;5.7
2014;Usme;Económica;Hombre ;9;211224;4.3
2014;Fontibón;Económica;Hombre ;21;175668;12
2014;Sumapaz;Económica;Hombre ;2;3315;60.3
2014;Engativá;Económica;Hombre ;43;414666;10.4
2014;Distrito;Económica;Hombre ;580;3758224;15.4
2014;Ciudad Bolívar;Económica;Hombre ;66;330665;20
2014;Los Mártires;Económica;Hombre ;1;49712;2
2014;Tunjuelito;Económica;Hombre ;0;99411;0
2014;Los Mártires;Emocional;Hombre ;127;49712;255.5
2014;Kennedy;Emocional;Hombre ;925;514716;179.7
2014;Distrito;Emocional;Hombre ;10126;3758224;269.4
2014;Rafael Uribe Uribe;Emocional;Hombre ;552;184898;298.5
2014;Puente Aranda;Emocional;Hombre ;180;126417;142.4
2014;Suba;Emocional;Hombre ;970;544454;178.2
2014;Bosa;Emocional;Hombre ;1682;307600;546.8
2014;Teusaquillo;Emocional;Hombre ;66;69896;94.4
2014;Sumapaz;Emocional;Hombre ;70;3315;2111.6
2014;Fontibón;Emocional;Hombre ;388;175668;220.9
2014;Usaquén;Emocional;Hombre ;913;227071;402.1
2014;Santa Fe;Emocional;Hombre ;206;55287;372.6
2014;San Cristóbal;Emocional;Hombre ;941;198924;473
2014;Chapinero;Emocional;Hombre ;90;64164;140.3
2014;Usme;Emocional;Hombre ;890;211224;421.4
2014;Ciudad Bolívar;Emocional;Hombre ;837;330665;253.1
2014;Barrios Unidos;Emocional;Hombre ;159;114441;138.9
2014;Antonio Nariño;Emocional;Hombre ;94;52911;177.7
2014;Tunjuelito;Emocional;Hombre ;207;99411;208.2
2014;Engativá;Emocional;Hombre ;804;414666;193.9
2014;La Candelaria;Emocional;Hombre ;25;12784;195.6
2014;Kennedy;Física;Hombre ;205;514716;39.8
2014;Santa Fe;Física;Hombre ;62;55287;112.1
2014;Engativá;Física;Hombre ;221;414666;53.3
2014;Rafael Uribe Uribe;Física;Hombre ;199;184898;107.6
2014;Usme;Física;Hombre ;137;211224;64.9
2014;Bosa;Física;Hombre ;382;307600;124.2
2014;Barrios Unidos;Física;Hombre ;37;114441;32.3
2014;Ciudad Bolívar;Física;Hombre ;274;330665;82.9
2014;Sumapaz;Física;Hombre ;10;3315;301.7
2014;Los Mártires;Física;Hombre ;29;49712;58.3
2014;Fontibón;Física;Hombre ;85;175668;48.4
2014;Antonio Nariño;Física;Hombre ;36;52911;68
2014;Teusaquillo;Física;Hombre ;20;69896;28.6
2014;La Candelaria;Física;Hombre ;8;12784;62.6
2014;Usaquén;Física;Hombre ;161;227071;70.9
2014;San Cristóbal;Física;Hombre ;264;198924;132.7
2014;Chapinero;Física;Hombre ;14;64164;21.8
2014;Puente Aranda;Física;Hombre ;45;126417;35.6
2014;Suba;Física;Hombre ;234;544454;43
2014;Tunjuelito;Física;Hombre ;49;99411;49.3
2014;Distrito;Física;Hombre ;2472;3758224;65.8
2014;San Cristóbal;Intrafamiliar;Hombre ;941;198924;473
2014;Bosa;Intrafamiliar;Hombre ;1682;307600;546.8
2014;Santa Fe;Intrafamiliar;Hombre ;206;55287;372.6
2014;Usaquén;Intrafamiliar;Hombre ;913;227071;402.1
2014;Barrios Unidos;Intrafamiliar;Hombre ;159;114441;138.9
2014;Distrito;Intrafamiliar;Hombre ;10126;3758224;269.4
2014;Ciudad Bolívar;Intrafamiliar;Hombre ;837;330665;253.1
2014;Usme;Intrafamiliar;Hombre ;890;211224;421.4
2014;Fontibón;Intrafamiliar;Hombre ;388;175668;220.9
2014;Teusaquillo;Intrafamiliar;Hombre ;66;69896;94.4
2014;Antonio Nariño;Intrafamiliar;Hombre ;94;52911;177.7
2014;La Candelaria;Intrafamiliar;Hombre ;25;12784;195.6
2014;Chapinero;Intrafamiliar;Hombre ;90;64164;140.3
2014;Tunjuelito;Intrafamiliar;Hombre ;207;99411;208.2
2014;Kennedy;Intrafamiliar;Hombre ;925;514716;179.7
2014;Sumapaz;Intrafamiliar;Hombre ;70;3315;2111.6
2014;Los Mártires;Intrafamiliar;Hombre ;127;49712;255.5
2014;Suba;Intrafamiliar;Hombre ;970;544454;178.2
2014;Engativá;Intrafamiliar;Hombre ;804;414666;193.9
2014;Rafael Uribe Uribe;Intrafamiliar;Hombre ;552;184898;298.5
2014;Puente Aranda;Intrafamiliar;Hombre ;180;126417;142.4
2014;Usaquén;Negligencia ;Hombre ;383;227071;168.7
2014;Bosa;Negligencia ;Hombre ;655;307600;212.9
2014;Suba;Negligencia ;Hombre ;587;544454;107.8
2014;Engativá;Negligencia ;Hombre ;507;414666;122.3
2014;Santa Fe;Negligencia ;Hombre ;100;55287;180.9
2014;Teusaquillo;Negligencia ;Hombre ;28;69896;40.1
2014;Tunjuelito;Negligencia ;Hombre ;115;99411;115.7
2014;San Cristóbal;Negligencia ;Hombre ;618;198924;310.7
2014;Ciudad Bolívar;Negligencia ;Hombre ;492;330665;148.8
2014;Barrios Unidos;Negligencia ;Hombre ;93;114441;81.3
2014;Usme;Negligencia ;Hombre ;657;211224;311
2014;Distrito;Negligencia ;Hombre ;5637;3758224;150
2014;Kennedy;Negligencia ;Hombre ;637;514716;123.8
2014;Rafael Uribe Uribe;Negligencia ;Hombre ;349;184898;188.8
2014;Sumapaz;Negligencia ;Hombre ;25;3315;754.1
2014;Antonio Nariño;Negligencia ;Hombre ;55;52911;103.9
2014;Fontibón;Negligencia ;Hombre ;133;175668;75.7
2014;Chapinero;Negligencia ;Hombre ;59;64164;92
2014;Los Mártires;Negligencia ;Hombre ;46;49712;92.5
2014;La Candelaria;Negligencia ;Hombre ;9;12784;70.4
2014;Puente Aranda;Negligencia ;Hombre ;89;126417;70.4
2014;Tunjuelito;Sexual;Hombre ;5;99411;5
2014;San Cristóbal;Sexual;Hombre ;56;198924;28.2
2014;Engativá;Sexual;Hombre ;71;414666;17.1
2014;La Candelaria;Sexual;Hombre ;1;12784;7.8
2014;Teusaquillo;Sexual;Hombre ;4;69896;5.7
2014;Distrito;Sexual;Hombre ;788;3758224;21
2014;Chapinero;Sexual;Hombre ;6;64164;9.4
2014;Ciudad Bolívar;Sexual;Hombre ;80;330665;24.2
2014;Bosa;Sexual;Hombre ;164;307600;53.3
2014;Sumapaz;Sexual;Hombre ;0;3315;0
2014;Usaquén;Sexual;Hombre ;36;227071;15.9
2014;Usme;Sexual;Hombre ;63;211224;29.8
2014;Antonio Nariño;Sexual;Hombre ;11;52911;20.8
2014;Kennedy;Sexual;Hombre ;72;514716;14
2014;Puente Aranda;Sexual;Hombre ;22;126417;17.4
2014;Barrios Unidos;Sexual;Hombre ;4;114441;3.5
2014;Los Mártires;Sexual;Hombre ;8;49712;16.1
2014;Santa Fe;Sexual;Hombre ;16;55287;28.9
2014;Suba;Sexual;Hombre ;79;544454;14.5
2014;Fontibón;Sexual;Hombre ;36;175668;20.5
2014;Rafael Uribe Uribe;Sexual;Hombre ;54;184898;29.2
2015;San Cristóbal;Abandono;Total general;434;406025;106.9
2015;Antonio Nariño;Abandono;Total general;18;108941;16.5
2015;Barrios Unidos;Abandono;Total general;53;240960;22
2015;Chapinero;Abandono;Total general;38;137870;27.6
2015;Usaquén;Abandono;Total general;139;494066;28.1
2015;Ciudad Bolívar;Abandono;Total general;316;687923;45.9
2015;Usme;Abandono;Total general;131;432724;30.3
2015;Suba;Abandono;Total general;101;1174736;8.6
2015;La Candelaria;Abandono;Total general;7;24096;29.1
2015;Sumapaz;Abandono;Total general;27;6460;418
2015;Tunjuelito;Abandono;Total general;23;200048;11.5
2015;Los Mártires;Abandono;Total general;32;98758;32.4
2015;Engativá;Abandono;Total general;154;874755;17.6
2015;Teusaquillo;Abandono;Total general;30;151092;19.9
2015;Distrito;Abandono;Total general;2514;7878783;31.9
2015;Puente Aranda;Abandono;Total general;68;258414;26.3
2015;Rafael Uribe Uribe;Abandono;Total general;234;375107;62.4
2015;Kennedy;Abandono;Total general;181;1069469;16.9
2015;Fontibón;Abandono;Total general;74;380453;19.5
2015;Santa Fe;Abandono;Total general;39;110053;35.4
2015;Bosa;Abandono;Total general;415;646833;64.2
2015;Puente Aranda;Económica;Total general;37;258414;14.3
2015;Bosa;Económica;Total general;238;646833;36.8
2015;Suba;Económica;Total general;121;1174736;10.3
2015;Santa Fe;Económica;Total general;27;110053;24.5
2015;La Candelaria;Económica;Total general;4;24096;16.6
2015;Teusaquillo;Económica;Total general;28;151092;18.5
2015;Antonio Nariño;Económica;Total general;19;108941;17.4
2015;Sumapaz;Económica;Total general;2;6460;31
2015;San Cristóbal;Económica;Total general;152;406025;37.4
2015;Fontibón;Económica;Total general;100;380453;26.3
2015;Usme;Económica;Total general;50;432724;11.6
2015;Ciudad Bolívar;Económica;Total general;205;687923;29.8
2015;Chapinero;Económica;Total general;43;137870;31.2
2015;Los Mártires;Económica;Total general;16;98758;16.2
2015;Rafael Uribe Uribe;Económica;Total general;183;375107;48.8
2015;Barrios Unidos;Económica;Total general;78;240960;32.4
2015;Kennedy;Económica;Total general;106;1069469;9.9
2015;Usaquén;Económica;Total general;653;494066;132.2
2015;Distrito;Económica;Total general;2178;7878783;27.6
2015;Engativá;Económica;Total general;108;874755;12.3
2015;Tunjuelito;Económica;Total general;8;200048;4
2015;Engativá;Emocional;Total general;2388;874755;273
2015;Teusaquillo;Emocional;Total general;283;151092;187.3
2015;Tunjuelito;Emocional;Total general;626;200048;312.9
2015;Fontibón;Emocional;Total general;1232;380453;323.8
2015;Bosa;Emocional;Total general;5225;646833;807.8
2015;Suba;Emocional;Total general;3282;1174736;279.4
2015;Barrios Unidos;Emocional;Total general;610;240960;253.2
2015;Los Mártires;Emocional;Total general;495;98758;501.2
2015;Antonio Nariño;Emocional;Total general;344;108941;315.8
2015;Usme;Emocional;Total general;2944;432724;680.3
2015;Sumapaz;Emocional;Total general;200;6460;3096
2015;San Cristóbal;Emocional;Total general;2884;406025;710.3
2015;Puente Aranda;Emocional;Total general;783;258414;303
2015;Chapinero;Emocional;Total general;421;137870;305.4
2015;Usaquén;Emocional;Total general;2798;494066;566.3
2015;Santa Fe;Emocional;Total general;637;110053;578.8
2015;Kennedy;Emocional;Total general;3830;1069469;358.1
2015;La Candelaria;Emocional;Total general;125;24096;518.8
2015;Rafael Uribe Uribe;Emocional;Total general;2129;375107;567.6
2015;Ciudad Bolívar;Emocional;Total general;4222;687923;613.7
2015;Distrito;Emocional;Total general;35458;7878783;450
2015;Engativá;Física;Total general;850;874755;97.2
2015;Bosa;Física;Total general;1131;646833;174.9
2015;La Candelaria;Física;Total general;34;24096;141.1
2015;San Cristóbal;Física;Total general;900;406025;221.7
2015;Kennedy;Física;Total general;1039;1069469;97.2
2015;Usme;Física;Total general;555;432724;128.3
2015;Usaquén;Física;Total general;744;494066;150.6
2015;Chapinero;Física;Total general;128;137870;92.8
2015;Puente Aranda;Física;Total general;223;258414;86.3
2015;Antonio Nariño;Física;Total general;118;108941;108.3
2015;Tunjuelito;Física;Total general;161;200048;80.5
2015;Santa Fe;Física;Total general;178;110053;161.7
2015;Sumapaz;Física;Total general;34;6460;526.3
2015;Fontibón;Física;Total general;343;380453;90.2
2015;Barrios Unidos;Física;Total general;186;240960;77.2
2015;Ciudad Bolívar;Física;Total general;1357;687923;197.3
2015;Rafael Uribe Uribe;Física;Total general;640;375107;170.6
2015;Los Mártires;Física;Total general;106;98758;107.3
2015;Distrito;Física;Total general;9795;7878783;124.3
2015;Teusaquillo;Física;Total general;106;151092;70.2
2015;Suba;Física;Total general;962;1174736;81.9
2015;San Cristóbal;Intrafamiliar;Total general;2884;406025;710.3
2015;Los Mártires;Intrafamiliar;Total general;495;98758;501.2
2015;Engativá;Intrafamiliar;Total general;2388;874755;273
2015;Suba;Intrafamiliar;Total general;3282;1174736;279.4
2015;Barrios Unidos;Intrafamiliar;Total general;610;240960;253.2
2015;Tunjuelito;Intrafamiliar;Total general;626;200048;312.9
2015;Teusaquillo;Intrafamiliar;Total general;283;151092;187.3
2015;Puente Aranda;Intrafamiliar;Total general;783;258414;303
2015;Rafael Uribe Uribe;Intrafamiliar;Total general;2129;375107;567.6
2015;Ciudad Bolívar;Intrafamiliar;Total general;4222;687923;613.7
2015;Fontibón;Intrafamiliar;Total general;1232;380453;323.8
2015;Kennedy;Intrafamiliar;Total general;3830;1069469;358.1
2015;Chapinero;Intrafamiliar;Total general;421;137870;305.4
2015;Bosa;Intrafamiliar;Total general;5225;646833;807.8
2015;Usme;Intrafamiliar;Total general;2944;432724;680.3
2015;Santa Fe;Intrafamiliar;Total general;637;110053;578.8
2015;La Candelaria;Intrafamiliar;Total general;125;24096;518.8
2015;Distrito;Intrafamiliar;Total general;35458;7878783;450
2015;Usaquén;Intrafamiliar;Total general;2798;494066;566.3
2015;Sumapaz;Intrafamiliar;Total general;200;6460;3096
2015;Antonio Nariño;Intrafamiliar;Total general;344;108941;315.8
2015;Usme;Negligencia ;Total general;1828;432724;422.4
2015;Usaquén;Negligencia ;Total general;927;494066;187.6
2015;Distrito;Negligencia ;Total general;16211;7878783;205.8
2015;Rafael Uribe Uribe;Negligencia ;Total general;1050;375107;279.9
2015;Sumapaz;Negligencia ;Total general;94;6460;1455.1
2015;Santa Fe;Negligencia ;Total general;271;110053;246.2
2015;Los Mártires;Negligencia ;Total general;241;98758;244
2015;San Cristóbal;Negligencia ;Total general;1684;406025;414.8
2015;Puente Aranda;Negligencia ;Total general;331;258414;128.1
2015;Bosa;Negligencia ;Total general;1760;646833;272.1
2015;Engativá;Negligencia ;Total general;1125;874755;128.6
2015;Antonio Nariño;Negligencia ;Total general;152;108941;139.5
2015;Fontibón;Negligencia ;Total general;297;380453;78.1
2015;Barrios Unidos;Negligencia ;Total general;248;240960;102.9
2015;La Candelaria;Negligencia ;Total general;54;24096;224.1
2015;Teusaquillo;Negligencia ;Total general;120;151092;79.4
2015;Ciudad Bolívar;Negligencia ;Total general;1996;687923;290.1
2015;Kennedy;Negligencia ;Total general;2011;1069469;188
2015;Chapinero;Negligencia ;Total general;167;137870;121.1
2015;Suba;Negligencia ;Total general;1580;1174736;134.5
2015;Tunjuelito;Negligencia ;Total general;275;200048;137.5
2015;Sumapaz;Sexual;Total general;3;6460;46.4
2015;Kennedy;Sexual;Total general;574;1069469;53.7
2015;Bosa;Sexual;Total general;1023;646833;158.2
2015;Fontibón;Sexual;Total general;168;380453;44.2
2015;Usaquén;Sexual;Total general;210;494066;42.5
2015;San Cristóbal;Sexual;Total general;378;406025;93.1
2015;Teusaquillo;Sexual;Total general;40;151092;26.5
2015;Puente Aranda;Sexual;Total general;133;258414;51.5
2015;Distrito;Sexual;Total general;5291;7878783;67.2
2015;Suba;Sexual;Total general;554;1174736;47.2
2015;Santa Fe;Sexual;Total general;84;110053;76.3
2015;Antonio Nariño;Sexual;Total general;47;108941;43.1
2015;Barrios Unidos;Sexual;Total general;77;240960;32
2015;Rafael Uribe Uribe;Sexual;Total general;332;375107;88.5
2015;Chapinero;Sexual;Total general;42;137870;30.5
2015;Usme;Sexual;Total general;332;432724;76.7
2015;Los Mártires;Sexual;Total general;95;98758;96.2
