year;localidad;tipo_de_violencia;sexo;no_casos;poblacion;tasa_por_100000
2016;san cristobal;Negligencia ;Hombre;394.0;192514;204.7
2016;usme;Negligencia ;Hombre;528.0;164937;320.1
2016;tunjuelito;Negligencia ;Hombre;70.0;93839;74.6
2016;bosa;Negligencia ;Hombre;655.0;345676;189.5
2016;kennedy;Negligencia ;Hombre;547.0;578977;94.5
2016;fontibon;Negligencia ;Hombre;127.0;190484;66.7
2016;engativa;Negligencia ;Hombre;337.0;419262;80.4
2016;suba;Negligencia ;Hombre;495.0;595157;83.2
2016;barrios unidos;Negligencia ;Hombre;73.0;132267;55.2
2016;teusaquillo;Negligencia ;Hombre;45.0;66622;67.5
2016;los martires;Negligencia ;Hombre;86.0;47587;180.7
2016;antonio narino;Negligencia ;Hombre;58.0;53613;108.2
2016;puente aranda;Negligencia ;Hombre;124.0;111898;110.8
2016;la candelaria;Negligencia ;Hombre;16.0;12117;132.0
2016;rafael uribe uribe;Negligencia ;Hombre;404.0;172915;233.6
2016;ciudad bolivar;Negligencia ;Hombre;738.0;351333;210.1
2016;sumapaz;Negligencia ;Hombre;47.0;3765;1248.3
2016;distrito;Negligencia ;Hombre;5290.0;3861626;137.0
2016;usaquen;Abandono;Hombre;39.0;219459;17.8
2016;chapinero;Abandono;Hombre;21.0;60502;34.7
2016;santa fe;Abandono;Hombre;15.0;48702;30.8
2016;san cristobal;Abandono;Hombre;68.0;192514;35.3
2016;usme;Abandono;Hombre;49.0;164937;29.7
2016;tunjuelito;Abandono;Hombre;3.0;93839;3.2
2016;bosa;Abandono;Hombre;100.0;345676;28.9
2016;kennedy;Abandono;Hombre;60.0;578977;10.4
2016;fontibon;Abandono;Hombre;19.0;190484;10.0
2016;engativa;Abandono;Hombre;58.0;419262;13.8
2016;suba;Abandono;Hombre;42.0;595157;7.1
2016;barrios unidos;Abandono;Hombre;16.0;132267;12.1
2016;teusaquillo;Abandono;Hombre;15.0;66622;22.5
2016;los martires;Abandono;Hombre;13.0;47587;27.3
2016;antonio narino;Abandono;Hombre;9.0;53613;16.8
2016;puente aranda;Abandono;Hombre;11.0;111898;9.8
2016;la candelaria;Abandono;Hombre;1.0;12117;8.3
2016;rafael uribe uribe;Abandono;Hombre;59.0;172915;34.1
2016;ciudad bolivar;Abandono;Hombre;91.0;351333;25.9
2016;sumapaz;Abandono;Hombre;11.0;3765;292.2
2016;distrito;Abandono;Hombre;700.0;3861626;18.1
2017;usaquen;Emocional;Hombre;652.0;220260;296.0
2017;chapinero;Emocional;Hombre;107.0;60558;176.7
2017;santa fe;Emocional;Hombre;187.0;48066;389.0
2017;san cristobal;Emocional;Hombre;632.0;191535;330.0
2017;usme;Emocional;Hombre;780.0;166347;468.9
2017;tunjuelito;Emocional;Hombre;245.0;93152;263.0
2017;bosa;Emocional;Hombre;901.0;356324;252.9
2017;kennedy;Emocional;Hombre;835.0;589932;141.5
2017;fontibon;Emocional;Hombre;227.0;195255;116.3
2017;engativa;Emocional;Hombre;610.0;422164;144.5
2017;suba;Emocional;Hombre;768.0;610983;125.7
2017;barrios unidos;Emocional;Hombre;146.0;134370;108.7
2017;teusaquillo;Emocional;Hombre;78.0;66663;117.0
2017;los martires;Emocional;Hombre;150.0;47476;315.9
2017;antonio narino;Emocional;Hombre;75.0;53702;139.7
2017;puente aranda;Emocional;Hombre;162.0;110484;146.6
2017;la candelaria;Emocional;Hombre;26.0;12045;215.9
2017;rafael uribe uribe;Emocional;Hombre;590.0;171622;343.8
2017;ciudad bolivar;Emocional;Hombre;1469.0;358148;410.2
2017;sumapaz;Emocional;Hombre;29.0;3827;757.8
2017;distrito;Emocional;Hombre;8671.0;3912913;221.6
2017;usaquen;Física;Hombre;105.0;220260;47.7
2017;chapinero;Física;Hombre;25.0;60558;41.3
2017;santa fe;Física;Hombre;37.0;48066;77.0
2017;san cristobal;Física;Hombre;112.0;191535;58.5
2017;usme;Física;Hombre;108.0;166347;64.9
2017;tunjuelito;Física;Hombre;39.0;93152;41.9
2017;bosa;Física;Hombre;183.0;356324;51.4
2017;kennedy;Física;Hombre;181.0;589932;30.7
2017;fontibon;Física;Hombre;44.0;195255;22.5
2017;engativa;Física;Hombre;173.0;422164;41.0
2017;suba;Física;Hombre;173.0;610983;28.3
2017;barrios unidos;Física;Hombre;29.0;134370;21.6
2017;teusaquillo;Física;Hombre;24.0;66663;36.0
2017;los martires;Física;Hombre;29.0;47476;61.1
2017;antonio narino;Física;Hombre;21.0;53702;39.1
2017;puente aranda;Física;Hombre;38.0;110484;34.4
2017;la candelaria;Física;Hombre;2.0;12045;16.6
2017;rafael uribe uribe;Física;Hombre;100.0;171622;58.3
2017;ciudad bolivar;Física;Hombre;279.0;358148;77.9
2017;sumapaz;Física;Hombre;6.0;3827;156.8
2017;distrito;Física;Hombre;1708.0;3912913;43.7
2017;usaquen;Sexual;Hombre;43.0;220260;19.5
2017;chapinero;Sexual;Hombre;13.0;60558;21.5
2017;santa fe;Sexual;Hombre;19.0;48066;39.5
2017;san cristobal;Sexual;Hombre;62.0;191535;32.4
2017;usme;Sexual;Hombre;64.0;166347;38.5
2017;tunjuelito;Sexual;Hombre;21.0;93152;22.5
2017;bosa;Sexual;Hombre;131.0;356324;36.8
2017;kennedy;Sexual;Hombre;127.0;589932;21.5
2017;fontibon;Sexual;Hombre;29.0;195255;14.9
2017;engativa;Sexual;Hombre;71.0;422164;16.8
2017;suba;Sexual;Hombre;89.0;610983;14.6
2017;barrios unidos;Sexual;Hombre;10.0;134370;7.4
2017;teusaquillo;Sexual;Hombre;14.0;66663;21.0
2017;los martires;Sexual;Hombre;13.0;47476;27.4
2017;antonio narino;Sexual;Hombre;7.0;53702;13.0
2017;puente aranda;Sexual;Hombre;23.0;110484;20.8
2017;la candelaria;Sexual;Hombre;0.0;12045;0.0
2017;rafael uribe uribe;Sexual;Hombre;58.0;171622;33.8
2017;ciudad bolivar;Sexual;Hombre;124.0;358148;34.6
2017;sumapaz;Sexual;Hombre;0.0;3827;0.0
2017;distrito;Sexual;Hombre;918.0;3912913;23.5
2017;usaquen;Económica;Hombre;67.0;220260;30.4
2017;chapinero;Económica;Hombre;6.0;60558;9.9
2017;santa fe;Económica;Hombre;6.0;48066;12.5
2017;san cristobal;Económica;Hombre;9.0;191535;4.7
2017;usme;Económica;Hombre;25.0;166347;15.0
2017;tunjuelito;Económica;Hombre;7.0;93152;7.5
2017;bosa;Económica;Hombre;35.0;356324;9.8
2017;kennedy;Económica;Hombre;51.0;589932;8.6
2017;fontibon;Económica;Hombre;31.0;195255;15.9
2017;engativa;Económica;Hombre;25.0;422164;5.9
2017;suba;Económica;Hombre;32.0;610983;5.2
2017;barrios unidos;Económica;Hombre;18.0;134370;13.4
2017;teusaquillo;Económica;Hombre;8.0;66663;12.0
2017;los martires;Económica;Hombre;4.0;47476;8.4
2017;antonio narino;Económica;Hombre;1.0;53702;1.9
2017;puente aranda;Económica;Hombre;2.0;110484;1.8
2017;la candelaria;Económica;Hombre;0.0;12045;0.0
2017;rafael uribe uribe;Económica;Hombre;9.0;171622;5.2
2017;ciudad bolivar;Económica;Hombre;33.0;358148;9.2
2017;sumapaz;Económica;Hombre;3.0;3827;78.4
2017;distrito;Económica;Hombre;372.0;3912913;9.5
2017;usaquen;Negligencia ;Hombre;421.0;220260;191.1
2017;chapinero;Negligencia ;Hombre;59.0;60558;97.4
2017;santa fe;Negligencia ;Hombre;121.0;48066;251.7
2017;san cristobal;Negligencia ;Hombre;436.0;191535;227.6
2017;usme;Negligencia ;Hombre;545.0;166347;327.6
2017;tunjuelito;Negligencia ;Hombre;144.0;93152;154.6
2017;bosa;Negligencia ;Hombre;535.0;356324;150.1
2017;kennedy;Negligencia ;Hombre;525.0;589932;89.0
2017;fontibon;Negligencia ;Hombre;99.0;195255;50.7
2017;engativa;Negligencia ;Hombre;348.0;422164;82.4
2017;suba;Negligencia ;Hombre;474.0;610983;77.6
2017;barrios unidos;Negligencia ;Hombre;68.0;134370;50.6
2017;teusaquillo;Negligencia ;Hombre;36.0;66663;54.0
2017;los martires;Negligencia ;Hombre;99.0;47476;208.5
2017;antonio narino;Negligencia ;Hombre;47.0;53702;87.5
2017;puente aranda;Negligencia ;Hombre;96.0;110484;86.9
2017;la candelaria;Negligencia ;Hombre;20.0;12045;166.0
2017;rafael uribe uribe;Negligencia ;Hombre;365.0;171622;212.7
2017;ciudad bolivar;Negligencia ;Hombre;986.0;358148;275.3
2017;sumapaz;Negligencia ;Hombre;15.0;3827;392.0
2017;distrito;Negligencia ;Hombre;5440.0;3912913;139.0
2017;usaquen;Abandono;Hombre;56.0;220260;25.4
2017;chapinero;Abandono;Hombre;13.0;60558;21.5
2017;santa fe;Abandono;Hombre;19.0;48066;39.5
2017;san cristobal;Abandono;Hombre;60.0;191535;31.3
2017;usme;Abandono;Hombre;53.0;166347;31.9
2017;tunjuelito;Abandono;Hombre;15.0;93152;16.1
2017;bosa;Abandono;Hombre;54.0;356324;15.2
2017;kennedy;Abandono;Hombre;44.0;589932;7.5
2017;fontibon;Abandono;Hombre;17.0;195255;8.7
2017;engativa;Abandono;Hombre;46.0;422164;10.9
2017;suba;Abandono;Hombre;66.0;610983;10.8
2017;barrios unidos;Abandono;Hombre;23.0;134370;17.1
2017;teusaquillo;Abandono;Hombre;7.0;66663;10.5
2017;los martires;Abandono;Hombre;5.0;47476;10.5
2017;antonio narino;Abandono;Hombre;5.0;53702;9.3
2017;puente aranda;Abandono;Hombre;11.0;110484;10.0
2017;la candelaria;Abandono;Hombre;4.0;12045;33.2
2017;rafael uribe uribe;Abandono;Hombre;42.0;171622;24.5
2017;ciudad bolivar;Abandono;Hombre;91.0;358148;25.4
2017;sumapaz;Abandono;Hombre;9.0;3827;235.2
2017;distrito;Abandono;Hombre;640.0;3912913;16.4
2018;usaquen;Emocional;Hombre;432.0;220965;195.5
2018;chapinero;Emocional;Hombre;107.0;60592;176.6
2018;santa fe;Emocional;Hombre;189.0;47419;398.6
2018;san cristobal;Emocional;Hombre;633.0;190493;332.3
2018;usme;Emocional;Hombre;791.0;167691;471.7
2018;tunjuelito;Emocional;Hombre;263.0;92442;284.5
2018;bosa;Emocional;Hombre;927.0;367160;252.5
2018;kennedy;Emocional;Hombre;871.0;600824;145.0
2018;fontibon;Emocional;Hombre;204.0;200058;102.0
2018;engativa;Emocional;Hombre;661.0;424898;155.6
2018;suba;Emocional;Hombre;859.0;626954;137.0
2018;barrios unidos;Emocional;Hombre;131.0;136457;96.0
2018;teusaquillo;Emocional;Hombre;74.0;66681;111.0
2018;los martires;Emocional;Hombre;123.0;47347;259.8
2018;antonio narino;Emocional;Hombre;94.0;53772;174.8
2018;puente aranda;Emocional;Hombre;172.0;109029;157.8
2018;la candelaria;Emocional;Hombre;24.0;11973;200.5
2018;rafael uribe uribe;Emocional;Hombre;667.0;170270;391.7
2018;ciudad bolivar;Emocional;Hombre;1608.0;364946;440.6
2018;sumapaz;Emocional;Hombre;40.0;3878;1031.5
2018;distrito;Emocional;Hombre;8880.0;3963849;224.0
2018;usaquen;Física;Hombre;97.0;220965;43.9
2018;chapinero;Física;Hombre;26.0;60592;42.9
2018;santa fe;Física;Hombre;37.0;47419;78.0
2018;san cristobal;Física;Hombre;112.0;190493;58.8
2018;usme;Física;Hombre;132.0;167691;78.7
2018;tunjuelito;Física;Hombre;55.0;92442;59.5
2018;bosa;Física;Hombre;185.0;367160;50.4
2018;kennedy;Física;Hombre;214.0;600824;35.6
2018;fontibon;Física;Hombre;61.0;200058;30.5
2018;engativa;Física;Hombre;198.0;424898;46.6
2018;suba;Física;Hombre;224.0;626954;35.7
2018;barrios unidos;Física;Hombre;31.0;136457;22.7
2018;teusaquillo;Física;Hombre;18.0;66681;27.0
2018;los martires;Física;Hombre;16.0;47347;33.8
2018;antonio narino;Física;Hombre;28.0;53772;52.1
2018;puente aranda;Física;Hombre;53.0;109029;48.6
2018;la candelaria;Física;Hombre;6.0;11973;50.1
2018;rafael uribe uribe;Física;Hombre;106.0;170270;62.3
2018;ciudad bolivar;Física;Hombre;213.0;364946;58.4
2018;sumapaz;Física;Hombre;1.0;3878;25.8
2018;distrito;Física;Hombre;1816.0;3963849;45.8
2018;usaquen;Sexual;Hombre;52.0;220965;23.5
2018;chapinero;Sexual;Hombre;20.0;60592;33.0
2018;santa fe;Sexual;Hombre;14.0;47419;29.5
2018;san cristobal;Sexual;Hombre;78.0;190493;40.9
2018;usme;Sexual;Hombre;108.0;167691;64.4
2018;tunjuelito;Sexual;Hombre;26.0;92442;28.1
2018;bosa;Sexual;Hombre;141.0;367160;38.4
2018;kennedy;Sexual;Hombre;176.0;600824;29.3
2018;fontibon;Sexual;Hombre;35.0;200058;17.5
2018;engativa;Sexual;Hombre;91.0;424898;21.4
2018;suba;Sexual;Hombre;118.0;626954;18.8
2018;barrios unidos;Sexual;Hombre;20.0;136457;14.7
2018;teusaquillo;Sexual;Hombre;11.0;66681;16.5
2018;los martires;Sexual;Hombre;14.0;47347;29.6
2018;antonio narino;Sexual;Hombre;7.0;53772;13.0
2018;puente aranda;Sexual;Hombre;23.0;109029;21.1
2018;la candelaria;Sexual;Hombre;3.0;11973;25.1
2018;rafael uribe uribe;Sexual;Hombre;86.0;170270;50.5
2018;ciudad bolivar;Sexual;Hombre;174.0;364946;47.7
2018;sumapaz;Sexual;Hombre;0.0;3878;0.0
2018;distrito;Sexual;Hombre;1198.0;3963849;30.2
2018;usaquen;Económica;Hombre;11.0;220965;5.0
2018;chapinero;Económica;Hombre;1.0;60592;1.7
2018;santa fe;Económica;Hombre;5.0;47419;10.5
2018;san cristobal;Económica;Hombre;17.0;190493;8.9
2018;usme;Económica;Hombre;14.0;167691;8.3
2018;tunjuelito;Económica;Hombre;0.0;92442;0.0
2018;bosa;Económica;Hombre;58.0;367160;15.8
2018;kennedy;Económica;Hombre;42.0;600824;7.0
2018;fontibon;Económica;Hombre;10.0;200058;5.0
2018;engativa;Económica;Hombre;14.0;424898;3.3
2018;suba;Económica;Hombre;17.0;626954;2.7
2018;barrios unidos;Económica;Hombre;7.0;136457;5.1
2018;teusaquillo;Económica;Hombre;5.0;66681;7.5
2018;los martires;Económica;Hombre;6.0;47347;12.7
2018;antonio narino;Económica;Hombre;2.0;53772;3.7
2018;puente aranda;Económica;Hombre;6.0;109029;5.5
2018;la candelaria;Económica;Hombre;1.0;11973;8.4
2018;rafael uribe uribe;Económica;Hombre;18.0;170270;10.6
2018;ciudad bolivar;Económica;Hombre;31.0;364946;8.5
2018;sumapaz;Económica;Hombre;0.0;3878;0.0
2018;distrito;Económica;Hombre;265.0;3963849;6.7
2018;usaquen;Negligencia ;Hombre;236.0;220965;106.8
2018;chapinero;Negligencia ;Hombre;55.0;60592;90.8
2018;santa fe;Negligencia ;Hombre;131.0;47419;276.3
2018;san cristobal;Negligencia ;Hombre;431.0;190493;226.3
2018;usme;Negligencia ;Hombre;562.0;167691;335.1
2018;tunjuelito;Negligencia ;Hombre;174.0;92442;188.2
2018;bosa;Negligencia ;Hombre;639.0;367160;174.0
2018;kennedy;Negligencia ;Hombre;490.0;600824;81.6
2018;fontibon;Negligencia ;Hombre;114.0;200058;57.0
2018;engativa;Negligencia ;Hombre;346.0;424898;81.4
2018;suba;Negligencia ;Hombre;463.0;626954;73.8
2018;barrios unidos;Negligencia ;Hombre;56.0;136457;41.0
2018;teusaquillo;Negligencia ;Hombre;37.0;66681;55.5
2018;los martires;Negligencia ;Hombre;93.0;47347;196.4
2018;antonio narino;Negligencia ;Hombre;54.0;53772;100.4
2018;puente aranda;Negligencia ;Hombre;91.0;109029;83.5
2018;la candelaria;Negligencia ;Hombre;16.0;11973;133.6
2018;rafael uribe uribe;Negligencia ;Hombre;434.0;170270;254.9
2018;ciudad bolivar;Negligencia ;Hombre;1226.0;364946;335.9
2018;sumapaz;Negligencia ;Hombre;32.0;3878;825.2
2018;distrito;Negligencia ;Hombre;5686.0;3963849;143.4
2018;usaquen;Abandono;Hombre;44.0;220965;19.9
2018;chapinero;Abandono;Hombre;4.0;60592;6.6
2018;santa fe;Abandono;Hombre;17.0;47419;35.9
2018;san cristobal;Abandono;Hombre;46.0;190493;24.1
2018;usme;Abandono;Hombre;38.0;167691;22.7
2018;tunjuelito;Abandono;Hombre;17.0;92442;18.4
2018;bosa;Abandono;Hombre;58.0;367160;15.8
2018;kennedy;Abandono;Hombre;47.0;600824;7.8
2018;fontibon;Abandono;Hombre;6.0;200058;3.0
2018;engativa;Abandono;Hombre;37.0;424898;8.7
2018;suba;Abandono;Hombre;49.0;626954;7.8
2018;barrios unidos;Abandono;Hombre;19.0;136457;13.9
2018;teusaquillo;Abandono;Hombre;7.0;66681;10.5
2018;los martires;Abandono;Hombre;6.0;47347;12.7
2018;antonio narino;Abandono;Hombre;10.0;53772;18.6
2018;puente aranda;Abandono;Hombre;21.0;109029;19.3
2018;la candelaria;Abandono;Hombre;2.0;11973;16.7
2018;rafael uribe uribe;Abandono;Hombre;59.0;170270;34.7
2018;ciudad bolivar;Abandono;Hombre;69.0;364946;18.9
2018;sumapaz;Abandono;Hombre;6.0;3878;154.7
2018;distrito;Abandono;Hombre;562.0;3963849;14.2
2019;usaquen;Emocional;Hombre;348.0;221576;253.6
2019;chapinero;Emocional;Hombre;108.0;60592;178.2
2019;santa fe;Emocional;Hombre;290.0;46763;620.1
2019;san cristobal;Emocional;Hombre;942.0;189378;497.4
2019;usme;Emocional;Hombre;644.0;168989;381.1
2019;tunjuelito;Emocional;Hombre;236.0;91695;257.4
2019;bosa;Emocional;Hombre;1032.0;378186;272.9
2019;kennedy;Emocional;Hombre;1136.0;611659;185.7
2019;fontibon;Emocional;Hombre;268.0;204903;130.8
2019;engativa;Emocional;Hombre;646.0;427470;151.1
2019;suba;Emocional;Hombre;927.0;643043;144.2
2019;barrios unidos;Emocional;Hombre;113.0;138503;81.6
2019;teusaquillo;Emocional;Hombre;101.0;66684;151.5
2019;los martires;Emocional;Hombre;245.0;47189;519.2
2019;antonio narino;Emocional;Hombre;129.0;53823;239.7
2019;puente aranda;Emocional;Hombre;242.0;107562;225.0
2019;la candelaria;Emocional;Hombre;45.0;11891;378.4
2019;rafael uribe uribe;Emocional;Hombre;764.0;168858;452.5
2019;ciudad bolivar;Emocional;Hombre;1205.0;371732;324.2
2019;sumapaz;Emocional;Hombre;27.0;3939;685.5
2019;distrito;Emocional;Hombre;9448.0;4014435;235.4
2019;usaquen;Física;Hombre;107.0;221576;48.3
2019;chapinero;Física;Hombre;30.0;60592;49.5
2019;santa fe;Física;Hombre;51.0;46763;109.1
2019;san cristobal;Física;Hombre;175.0;189378;92.4
2019;usme;Física;Hombre;111.0;168989;65.7
2019;tunjuelito;Física;Hombre;61.0;91695;66.5
2019;bosa;Física;Hombre;194.0;378186;51.3
2019;kennedy;Física;Hombre;260.0;611659;42.5
2019;fontibon;Física;Hombre;72.0;204903;35.1
2019;engativa;Física;Hombre;210.0;427470;49.1
2019;suba;Física;Hombre;256.0;643043;39.8
2019;barrios unidos;Física;Hombre;42.0;138503;30.3
2019;teusaquillo;Física;Hombre;25.0;66684;37.5
2019;los martires;Física;Hombre;37.0;47189;78.4
2019;antonio narino;Física;Hombre;23.0;53823;42.7
2019;puente aranda;Física;Hombre;69.0;107562;64.1
2019;la candelaria;Física;Hombre;8.0;11891;67.3
2019;rafael uribe uribe;Física;Hombre;147.0;168858;87.1
2019;ciudad bolivar;Física;Hombre;222.0;371732;59.7
2019;sumapaz;Física;Hombre;2.0;3939;50.8
2019;distrito;Física;Hombre;2102.0;4014435;52.4
2019;usaquen;Sexual;Hombre;53.0;221576;23.9
2019;chapinero;Sexual;Hombre;27.0;60592;44.6
2019;santa fe;Sexual;Hombre;49.0;46763;104.8
2019;san cristobal;Sexual;Hombre;106.0;189378;56.0
2019;usme;Sexual;Hombre;86.0;168989;50.9
2019;tunjuelito;Sexual;Hombre;28.0;91695;30.5
2019;bosa;Sexual;Hombre;209.0;378186;55.3
2019;kennedy;Sexual;Hombre;223.0;611659;36.5
2019;fontibon;Sexual;Hombre;44.0;204903;21.5
2019;engativa;Sexual;Hombre;103.0;427470;24.1
2019;suba;Sexual;Hombre;168.0;643043;26.1
2019;barrios unidos;Sexual;Hombre;19.0;138503;13.7
2019;teusaquillo;Sexual;Hombre;18.0;66684;27.0
2019;los martires;Sexual;Hombre;26.0;47189;55.1
2019;antonio narino;Sexual;Hombre;22.0;53823;40.9
2019;puente aranda;Sexual;Hombre;43.0;107562;40.0
2019;la candelaria;Sexual;Hombre;6.0;11891;50.5
2019;rafael uribe uribe;Sexual;Hombre;117.0;168858;69.3
2019;ciudad bolivar;Sexual;Hombre;191.0;371732;51.4
2019;sumapaz;Sexual;Hombre;2.0;3939;50.8
2019;distrito;Sexual;Hombre;1540.0;4014435;38.4
2019;usaquen;Económica;Hombre;3.0;221576;1.4
2019;chapinero;Económica;Hombre;2.0;60592;3.3
2019;santa fe;Económica;Hombre;5.0;46763;10.7
2019;san cristobal;Económica;Hombre;19.0;189378;10.0
2019;usme;Económica;Hombre;10.0;168989;5.9
2019;tunjuelito;Económica;Hombre;4.0;91695;4.4
2019;bosa;Económica;Hombre;19.0;378186;5.0
2019;kennedy;Económica;Hombre;23.0;611659;3.8
2019;fontibon;Económica;Hombre;11.0;204903;5.4
2019;engativa;Económica;Hombre;4.0;427470;0.9
2019;suba;Económica;Hombre;12.0;643043;1.9
2019;barrios unidos;Económica;Hombre;3.0;138503;2.2
2019;teusaquillo;Económica;Hombre;4.0;66684;6.0
2019;los martires;Económica;Hombre;11.0;47189;23.3
2019;antonio narino;Económica;Hombre;1.0;53823;1.9
2019;puente aranda;Económica;Hombre;9.0;107562;8.4
2019;la candelaria;Económica;Hombre;0.0;11891;0.0
2019;rafael uribe uribe;Económica;Hombre;12.0;168858;7.1
2019;ciudad bolivar;Económica;Hombre;29.0;371732;7.8
2019;sumapaz;Económica;Hombre;0.0;3939;0.0
2019;distrito;Económica;Hombre;181.0;4014435;4.5
2019;usaquen;Negligencia ;Hombre;164.0;221576;74.0
2019;chapinero;Negligencia ;Hombre;50.0;60592;82.5
2019;santa fe;Negligencia ;Hombre;190.0;46763;406.3
2019;san cristobal;Negligencia ;Hombre;665.0;189378;351.1
2019;usme;Negligencia ;Hombre;496.0;168989;293.5
2019;tunjuelito;Negligencia ;Hombre;153.0;91695;166.9
2019;bosa;Negligencia ;Hombre;667.0;378186;176.4
2019;kennedy;Negligencia ;Hombre;686.0;611659;112.2
2019;fontibon;Negligencia ;Hombre;139.0;204903;67.8
2019;engativa;Negligencia ;Hombre;320.0;427470;74.9
2019;suba;Negligencia ;Hombre;442.0;643043;68.7
2019;barrios unidos;Negligencia ;Hombre;54.0;138503;39.0
2019;teusaquillo;Negligencia ;Hombre;54.0;66684;81.0
2019;los martires;Negligencia ;Hombre;179.0;47189;379.3
2019;antonio narino;Negligencia ;Hombre;80.0;53823;148.6
2019;puente aranda;Negligencia ;Hombre;138.0;107562;128.3
2019;la candelaria;Negligencia ;Hombre;28.0;11891;235.5
2019;rafael uribe uribe;Negligencia ;Hombre;513.0;168858;303.8
2019;ciudad bolivar;Negligencia ;Hombre;822.0;371732;221.1
2019;sumapaz;Negligencia ;Hombre;24.0;3939;609.3
2019;distrito;Negligencia ;Hombre;5864.0;4014435;146.1
2019;usaquen;Abandono;Hombre;13.0;221576;5.9
2019;chapinero;Abandono;Hombre;3.0;60592;5.0
2019;santa fe;Abandono;Hombre;18.0;46763;38.5
2019;san cristobal;Abandono;Hombre;57.0;189378;30.1
2019;usme;Abandono;Hombre;58.0;168989;34.3
2019;tunjuelito;Abandono;Hombre;26.0;91695;28.4
2019;bosa;Abandono;Hombre;68.0;378186;18.0
2019;kennedy;Abandono;Hombre;86.0;611659;14.1
2019;fontibon;Abandono;Hombre;15.0;204903;7.3
2019;engativa;Abandono;Hombre;31.0;427470;7.3
2019;suba;Abandono;Hombre;42.0;643043;6.5
2019;barrios unidos;Abandono;Hombre;7.0;138503;5.1
2019;teusaquillo;Abandono;Hombre;10.0;66684;15.0
2019;los martires;Abandono;Hombre;13.0;47189;27.5
2019;antonio narino;Abandono;Hombre;8.0;53823;14.9
2019;puente aranda;Abandono;Hombre;18.0;107562;16.7
2019;la candelaria;Abandono;Hombre;1.0;11891;8.4
2019;rafael uribe uribe;Abandono;Hombre;43.0;168858;25.5
2019;ciudad bolivar;Abandono;Hombre;75.0;371732;20.2
2019;sumapaz;Abandono;Hombre;6.0;3939;152.3
2019;distrito;Abandono;Hombre;598.0;4014435;14.9
2020;usaquen;Emocional;Hombre;273.0;222090;122.9
2020;chapinero;Emocional;Hombre;82.0;60583;135.4
2020;santa fe;Emocional;Hombre;138.0;46092;299.4
2020;san cristobal;Emocional;Hombre;423.0;188197;224.8
2020;usme;Emocional;Hombre;652.0;170228;383.0
2020;tunjuelito;Emocional;Hombre;262.0;90923;288.2
2020;bosa;Emocional;Hombre;864.0;389400;221.9
2020;kennedy;Emocional;Hombre;926.0;622421;148.8
2020;fontibon;Emocional;Hombre;275.0;209777;131.1
2020;engativa;Emocional;Hombre;485.0;429868;112.8
2020;suba;Emocional;Hombre;610.0;659288;92.5
2020;barrios unidos;Emocional;Hombre;84.0;140524;59.8
2020;teusaquillo;Emocional;Hombre;88.0;66651;132.0
2020;los martires;Emocional;Hombre;90.0;47015;191.4
2020;antonio narino;Emocional;Hombre;72.0;53843;133.7
2020;puente aranda;Emocional;Hombre;162.0;106060;152.7
2020;la candelaria;Emocional;Hombre;32.0;11809;271.0
2020;rafael uribe uribe;Emocional;Hombre;370.0;167392;221.0
2020;ciudad bolivar;Emocional;Hombre;1045.0;378504;276.1
2020;sumapaz;Emocional;Hombre;20.0;3994;500.8
2020;distrito;Emocional;Hombre;6954.0;4064659;171.1
2020;usaquen;Física;Hombre;72.0;222090;32.4
2020;chapinero;Física;Hombre;32.0;60583;52.8
2020;santa fe;Física;Hombre;33.0;46092;71.6
2020;san cristobal;Física;Hombre;114.0;188197;60.6
2020;usme;Física;Hombre;132.0;170228;77.5
2020;tunjuelito;Física;Hombre;58.0;90923;63.8
2020;bosa;Física;Hombre;175.0;389400;44.9
2020;kennedy;Física;Hombre;232.0;622421;37.3
2020;fontibon;Física;Hombre;57.0;209777;27.2
2020;engativa;Física;Hombre;119.0;429868;27.7
2020;suba;Física;Hombre;171.0;659288;25.9
2020;barrios unidos;Física;Hombre;19.0;140524;13.5
2020;teusaquillo;Física;Hombre;29.0;66651;43.5
2020;los martires;Física;Hombre;21.0;47015;44.7
2020;antonio narino;Física;Hombre;14.0;53843;26.0
2020;puente aranda;Física;Hombre;51.0;106060;48.1
2020;la candelaria;Física;Hombre;6.0;11809;50.8
2020;rafael uribe uribe;Física;Hombre;101.0;167392;60.3
2020;ciudad bolivar;Física;Hombre;224.0;378504;59.2
2020;sumapaz;Física;Hombre;0.0;3994;0.0
2020;distrito;Física;Hombre;1660.0;4064659;40.8
2020;usaquen;Sexual;Hombre;40.0;222090;18.0
2020;chapinero;Sexual;Hombre;16.0;60583;26.4
2020;santa fe;Sexual;Hombre;27.0;46092;58.6
2020;san cristobal;Sexual;Hombre;82.0;188197;43.6
2020;usme;Sexual;Hombre;102.0;170228;59.9
2020;tunjuelito;Sexual;Hombre;40.0;90923;44.0
2020;bosa;Sexual;Hombre;146.0;389400;37.5
2020;kennedy;Sexual;Hombre;179.0;622421;28.8
2020;fontibon;Sexual;Hombre;43.0;209777;20.5
2020;engativa;Sexual;Hombre;124.0;429868;28.8
2020;suba;Sexual;Hombre;130.0;659288;19.7
2020;barrios unidos;Sexual;Hombre;12.0;140524;8.5
2020;teusaquillo;Sexual;Hombre;18.0;66651;27.0
2020;los martires;Sexual;Hombre;14.0;47015;29.8
